Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,hg_symbol,hg_ensid
ENSMUSG00000003812,66.0511103753173,1.13486357707164,0.313068145896053,3.62497300331679,0.00028899163885316,0.00144541369772459,Dnase2a,DNASE2,ENSG00000105612
ENSMUSG00000003824,22.0688414415553,2.50034513174072,0.695476902567934,3.59515193460575,0.000324202315578955,0.00160203695288383,Syce2,SYCE2,ENSG00000161860
ENSMUSG00000003849,10.5029000914356,2.77987078510914,0.882735128530493,3.14915617976691,0.00163742660147645,0.00672465722053003,Nqo1,NQO1,ENSG00000181019
ENSMUSG00000003873,174.736330124569,1.44419865815021,0.18061512906635,7.99600047690178,1.28525884187047e-15,3.3399187684239e-14,Bax,BAX,ENSG00000087088
ENSMUSG00000003929,662.748815612459,1.0290036633981,0.135025502394616,7.62080973704362,2.52089288027381e-14,5.82477182586891e-13,Zfp81,ENSMUSG00000003929,ENSMUSG00000003929
ENSMUSG00000004085,431.376840456565,3.11687122507517,0.139719067133994,22.3081308014032,3.08104335398704e-110,8.79915171465159e-107,Zak,MAP3K20,ENSG00000091436
ENSMUSG00000004098,135.439370588102,2.23048726680775,0.333393547412277,6.69025325810974,2.22784699549573e-11,3.7185904350884e-10,Col5a3,COL5A3,ENSG00000080573
ENSMUSG00000004099,1602.3581143399,1.0286902838403,0.327640210830934,3.13969485378924,0.00169123898940259,0.00690988473509993,Dnmt1,DNMT1,ENSG00000130816
ENSMUSG00000004105,29.6994752201212,1.28928641194315,0.42162726332378,3.05788198272432,0.00222907345062887,0.00878555184605436,Angptl2,ANGPTL2,ENSG00000136859
ENSMUSG00000004266,44.7219007040862,3.58217272914452,0.482635892238416,7.42210180956656,1.15276144194096e-13,2.49596012285002e-12,Ptpn6,PTPN6,ENSG00000111679
ENSMUSG00000004356,1477.81000417374,1.44834715635049,0.0869271756542053,16.6616152595592,2.4920234022324e-62,1.27088743472063e-59,Utp20,UTP20,ENSG00000120800
ENSMUSG00000004371,45.9683459939551,2.25510579593363,0.418298311068371,5.39114248435259,7.00111334412187e-08,7.10788467809372e-07,Il11,IL11,ENSG00000095752
ENSMUSG00000004393,227.457164174617,1.29166207108008,0.194450306487228,6.64263324863887,3.08127882194194e-11,5.08366504193182e-10,Ddx56,DDX56,ENSG00000136271
ENSMUSG00000004540,23.9093403384092,5.17844958440985,0.750266576820435,6.90214617630398,5.12226853179672e-12,9.2004318867662e-11,Psg17,CEACAM8,ENSG00000124469
ENSMUSG00000004542,19.6361916112521,3.34338796967974,0.615971294965316,5.42783080479099,5.70430752405625e-08,5.86849130329692e-07,Psg19,CEACAM8,ENSG00000124469
ENSMUSG00000004642,679.143626611238,1.80331100478183,0.187997908705634,9.5921865152524,8.62377541348624e-22,3.97877870813818e-20,Slbp,SLBP,ENSG00000163950
ENSMUSG00000004709,6.4468045612705,5.71432900874162,1.37912826002614,4.14343551239629,3.42141312337281e-05,0.000212602561771985,Cd244,CD244,ENSG00000122223
ENSMUSG00000004791,9.46527019396378,2.3560202466161,0.79882180784805,2.94936896247611,0.00318423573797308,0.0119971752560387,Pgf,PGF,ENSG00000119630
ENSMUSG00000004885,65.7005341440166,4.56720978432457,0.397037665041618,11.5032154036213,1.27090982825172e-30,1.15225123127114e-28,Crabp2,CRABP2,ENSG00000143320
ENSMUSG00000004891,70.2908198380235,4.71072030259849,0.392636937148608,11.9976493724928,3.65530774673226e-33,3.95423992192903e-31,Nes,NES,ENSG00000132688
ENSMUSG00000004894,24.5200500689788,1.83743760524085,0.494879847718326,3.7128964004343,0.000204900776987069,0.00107155489653428,Hapln2,HAPLN2,ENSG00000132702
ENSMUSG00000005107,37.3259501864486,2.81048121482357,0.416091868446346,6.75447281706727,1.4335554071724e-11,2.4456934810894e-10,Slc2a9,SLC2A9,ENSG00000109667
ENSMUSG00000005131,18.4435327873253,4.20058204541426,0.745080327672264,5.63775728522785,1.72279094339991e-08,1.92492905135204e-07,4930550C14Rik,C11orf65,ENSG00000166323
ENSMUSG00000005142,686.690119153368,1.05327330765313,0.139964117655255,7.52530952431279,5.25955769916074e-14,1.17441523323168e-12,Man2b1,,ENSG00000269590
ENSMUSG00000005198,1090.42110342423,1.4270308532663,0.12024314653625,11.8678768343449,1.738230970089e-32,1.82507861304308e-30,Polr2a,POLR2A,ENSG00000181222
ENSMUSG00000005220,7.0639970575023,2.5622758403483,0.946949948165241,2.70581971656773,0.00681360249572549,0.0231626798804219,Corin,CORIN,ENSG00000145244
ENSMUSG00000005233,160.788340845116,4.93142658753658,0.899065549704371,5.48505789055995,4.13334037372627e-08,4.36069699790353e-07,Spc25,SPC25,ENSG00000152253
ENSMUSG00000005237,445.162076272192,2.74293617058819,0.465123276739491,5.89722404308842,3.69667779447668e-09,4.52910429568681e-08,Dnah2,DNAH2,ENSG00000183914
ENSMUSG00000005320,16.1773080279544,4.76327243661092,0.868551920235165,5.48415394133403,4.15452884590477e-08,4.37658389192897e-07,Fgfr4,FGFR4,ENSG00000160867
ENSMUSG00000005355,2.74130277128042,5.27031918537943,1.95118963508063,2.70107994150023,0.00691147239350763,0.0234513949726467,Casp14,CASP14,ENSG00000105141
ENSMUSG00000005373,22.8419580773691,1.37888449650391,0.501504736253377,2.7494944650079,0.00596872709178014,0.0206494096928103,Mlxipl,MLXIPL,ENSG00000009950
ENSMUSG00000005410,407.960234125045,2.68264575191465,1.01304485548942,2.64810164858754,0.00809451825901449,0.0268616484963043,Mcm5,MCM5,ENSG00000100297
ENSMUSG00000005413,17.8619987718046,2.68229164439936,0.626679101460659,4.28016769371676,1.86752543119616e-05,0.000122523911760926,Hmox1,HMOX1,ENSG00000100292
ENSMUSG00000005470,32.3297553974016,3.88934196756208,0.542990278464712,7.16282062831598,7.90337351000598e-13,1.57071986132401e-11,Asf1b,ASF1B,ENSG00000105011
ENSMUSG00000005481,305.637510254121,1.18316622356292,0.145272914907346,8.14443782805302,3.81048084030538e-16,1.06480941603015e-14,Ddx39,DDX39A,ENSG00000123136
ENSMUSG00000005483,192.276336008495,1.52038498673797,0.200167401123878,7.59556740109269,3.06446674497064e-14,7.02392502163857e-13,Dnajb1,DNAJB1,ENSG00000132002
ENSMUSG00000005611,11.5670220138048,1.81069181122028,0.719757946566788,2.51569547770497,0.0118797778220413,0.0372542631843282,Mrvi1,MRVI1,ENSG00000072952
ENSMUSG00000005649,140.883784035746,2.07897114540496,0.247768833106709,8.39076940928075,4.82970807843639e-17,1.45497503177284e-15,Cabp5,CABP5,ENSG00000105507
ENSMUSG00000005667,92.1521617033867,1.07660967123439,0.265016881450744,4.06241921397935,4.85667577956247e-05,0.000292990713114754,Mthfd2,MTHFD2,ENSG00000065911
ENSMUSG00000005763,6.68525226042687,3.56305732589705,1.1188521205099,3.18456502032926,0.00144971738810744,0.00605210917803836,Cd247,CD247,ENSG00000198821
ENSMUSG00000005947,47.4279401521251,5.60765241754617,0.580299358319008,9.66337862890324,4.31396687030208e-22,2.08817931947385e-20,Itgae,ITGAE,ENSG00000083457
ENSMUSG00000005950,17.8170646061471,3.86342322623139,0.682035749205705,5.66454651494546,1.47413870903934e-08,1.6666637922191e-07,P2rx5,P2RX5-TAX1BP3,ENSG00000257950
ENSMUSG00000005951,50.3106424379583,1.55290209594966,0.327582696600306,4.74048877448618,2.13203265149153e-06,1.69701004721145e-05,Shpk,SHPK,ENSG00000197417
ENSMUSG00000005952,26.3856174514268,4.80871335949047,0.664964595618059,7.23153291344926,4.77572315385312e-13,9.6936657818686e-12,Trpv1,TRPV1,ENSG00000196689
ENSMUSG00000005968,36.5390742122934,1.62334918264822,0.399570423297632,4.06273609856008,4.85008515643511e-05,0.000292654937634968,Tuft1,TUFT1,ENSG00000143367
ENSMUSG00000006221,9.85010581892978,2.68326087533019,1.05193710986423,2.55078069797966,0.010748193357806,0.0342090331110646,Hspb7,HSPB7,ENSG00000173641
ENSMUSG00000006310,24.5261134764544,6.05971861523616,0.868649342813913,6.9760239449514,3.03650996576059e-12,5.5804175104348e-11,Zbtb32,ZBTB32,ENSG00000011590
ENSMUSG00000006311,4.2049875909223,5.89097546731009,1.58923875880631,3.70679071012265,0.00020990226426125,0.00109349684876604,Etv2,ETV2,ENSG00000105672
ENSMUSG00000006313,15.3390873358834,2.8005852992694,0.661157509530242,4.23588215954658,2.2765615241e-05,0.000146565195146014,Upk1a,UPK1A,ENSG00000105668
ENSMUSG00000006344,5.4495978595971,4.6432369617199,1.42571664461553,3.2567740436053,0.00112686096496799,0.00486095431291628,Ggt5,GGT5,ENSG00000099998
ENSMUSG00000006345,6.8815835758654,2.27422139500198,0.944789583936168,2.40711946201519,0.0160789092967098,0.0481723253641017,Ggt1,GGT1,ENSG00000100031
ENSMUSG00000006356,94.6355018111479,1.45596995312854,0.269074363324232,5.41103186175382,6.26626205352866e-08,6.4211761028606e-07,Crip2,CRIP2,ENSG00000182809
ENSMUSG00000006360,18.8291958086252,2.14953016457336,0.56689469170949,3.79176273126033,0.000149581789893753,0.00081091616127101,Crip1,,ENSG00000257341
ENSMUSG00000006369,50.9937085919576,2.84792629552326,0.480146769778946,5.93136614630232,3.00424423606736e-09,3.72549766121787e-08,Fbln1,FBLN1,ENSG00000077942
ENSMUSG00000006398,40.9655939748836,3.97167751508132,0.511084546686169,7.77107729207106,7.78213915434185e-15,1.87552837222657e-13,Cdc20,CDC20,ENSG00000117399
ENSMUSG00000006411,99.3898666289338,3.34511334659936,0.303137065171893,11.0349862518545,2.59091130227792e-28,1.9998334022096e-26,Pvrl4,NECTIN4,ENSG00000143217
ENSMUSG00000006462,94.972960277957,1.80905432829571,0.26545565115137,6.81490230269814,9.43278470628591e-12,1.64765075490409e-10,A530013C23Rik,ENSMUSG00000006462,ENSMUSG00000006462
ENSMUSG00000006527,582.105293147533,1.02971690270957,0.152667064868475,6.74485294910656,1.53182085778058e-11,2.60400427841402e-10,Sfmbt1,SFMBT1,ENSG00000163935
ENSMUSG00000006538,9.07246136175996,4.12469039981367,1.0413668235535,3.96084291003126,7.46856560614791e-05,0.000432383468773522,Ihh,IHH,ENSG00000163501
ENSMUSG00000006567,235.793765757007,3.45658043362036,0.241513263298735,14.3121764262893,1.83673864097431e-46,4.90237559323228e-44,Atp7b,ATP7B,ENSG00000123191
ENSMUSG00000006574,4.39943708886514,5.95959660175462,1.56803449422601,3.80067952822448,0.000144299827362038,0.000785814039167912,Slc4a1,SLC4A1,ENSG00000004939
ENSMUSG00000006585,123.609542093791,3.08240566212256,0.907624799581343,3.39612322574744,0.000683475822103796,0.00311512703534349,Cdt1,CDT1,ENSG00000167513
ENSMUSG00000006587,15.3402083067954,3.72107779890509,0.716338330577553,5.19458144296836,2.05180936767888e-07,1.94224805208953e-06,Snai3,SNAI3,ENSG00000185669
ENSMUSG00000006599,437.691753108343,1.15905764411141,0.130218636191209,8.90085841791099,5.54164107366091e-19,2.00842293683607e-17,Gtf2h1,GTF2H1,ENSG00000110768
ENSMUSG00000006642,6.69404116261838,4.38123383575692,1.27662498534824,3.43188789663379,0.000599395270018047,0.00277396362282376,Tcf23,TCF23,ENSG00000163792
ENSMUSG00000006678,791.307430879213,1.18687895985079,0.19755433894249,6.00786075468734,1.87987181564948e-09,2.40318975752612e-08,Pola1,POLA1,ENSG00000101868
ENSMUSG00000006724,27.6684144410869,2.18867450047195,0.472535071081892,4.63177155393117,3.62550068570177e-06,2.75594022046731e-05,Cyp27b1,CYP27B1,ENSG00000111012
ENSMUSG00000006764,23.0588849834231,4.00194540210163,0.624387680356383,6.409391997961,1.46101102124354e-10,2.17657870400074e-09,Tph2,TPH2,ENSG00000139287
ENSMUSG00000007030,77.6070161569826,2.01611367598481,0.301544514996018,6.6859570501935,2.29420310116651e-11,3.82041669773845e-10,Vwa7,VWA7,ENSG00000204396
ENSMUSG00000007033,18.1839925269299,3.39156236970573,0.64985624421651,5.2189424967282,1.79947616801957e-07,1.71532843399436e-06,Hspa1l,HSPA1L,ENSG00000204390
ENSMUSG00000007035,53.6026083430359,3.15836924620532,0.360494682857448,8.7612089620036,1.93167338772601e-18,6.6626401304429e-17,Msh5,MSH5-SAPCD1,ENSG00000255152
ENSMUSG00000007216,93.5160105484695,2.57001028962027,0.266650706288581,9.63811544095029,5.51918849255418e-22,2.60964410859031e-20,Zfp775,ENSMUSG00000007216,ENSMUSG00000007216
ENSMUSG00000007379,204.865492328621,2.35479277589323,0.180998670269049,13.0100004181959,1.07341501712257e-38,1.63934007882372e-36,Dennd2c,DENND2C,ENSG00000175984
ENSMUSG00000007480,5.97781828803319,5.66001047085714,1.39471162015004,4.05819410198093,4.94536570668008e-05,0.000297775035245786,Mc5r,MC5R,ENSG00000176136
ENSMUSG00000007682,47.0386751280379,1.12836716536045,0.343200417024078,3.28777912085486,0.00100981032304966,0.00440024000854061,Dio2,DIO2,ENSG00000211448
ENSMUSG00000007836,181.988237074865,1.03816512195396,0.189357664380499,5.48256193035761,4.1921017560833e-08,4.41128349491462e-07,Hnrnpa0,HNRNPA0,ENSG00000177733
ENSMUSG00000007837,25.7677051470878,1.22561012995952,0.460937944599299,2.6589482257204,0.00783850075876073,0.0261396243775628,Prrg2,PRRG2,ENSG00000126460
ENSMUSG00000007946,4.69008832082309,6.0509151944248,1.53144192392881,3.95112286001783,7.77853769359989e-05,0.00044869169459002,Phox2a,PHOX2A,ENSG00000165462
ENSMUSG00000008035,55.7092896520459,1.30041760471422,0.324894096040138,4.00258921465154,6.26530305230177e-05,0.000369462708797618,Mid1ip1,MID1IP1,ENSG00000165175
ENSMUSG00000008090,31.4812411161407,1.66843452475533,0.44324741440867,3.76411563952644,0.000167139530078823,0.000895056785959328,Fgfrl1,FGFRL1,ENSG00000127418
ENSMUSG00000008129,53.7334004429576,1.47706264521468,0.346373736593128,4.26436097535226,2.00475119751483e-05,0.000130596919365479,4930432K21Rik,C19orf57,ENSG00000132016
